catalog_number|catalog_plate|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_eclipse|lunation_number|saros_number|delta_Ts|QLE|gamma|sun_altitude|sun_azimuth|duration_central|path_width|year_BC|upper|lower|my_50|intensity_category|page|gif
2430|122|-0987|7|13|12|22|34|78.8|-32.3|A|0.9539|-36938|30|25072|-t|0.8592|30|234|3.25|332|Jul 13, 988 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-987-07-13.gif
2431|122|-0986|1|6|12|39|41|-33.7|-81.4|T|1.0467|-36932|35|25063|-n|-0.1735|80|351|3.983|158|Jan 06, 987 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-986-01-06.gif
2432|122|-0986|7|2|1|19|51|30.4|-96|A|0.9464|-36926|40|25055|nn|0.1115|83|185|6.583|199|Jul 02, 987 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-986-07-02.gif
2433|122|-0986|12|26|4|29|37|6.4|35.9|T|1.0380|-36920|45|25046|n-|0.5028|60|176|3.767|147|Dec 26, 987 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-986-12-26.gif
2434|122|-0985|6|21|3|23|23|-17.4|-128.6|A|0.9724|-36914|50|25037|p-|-0.6495|49|0|3.417|130|Jun 21, 986 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-985-06-21.gif
2435|122|-0985|12|16|5|28|52|67.0|-155.9|P|0.5761|-36908|55|25029|t-|1.2277|0|182|||Dec 16, 986 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-985-12-16.gif
2436|122|-0984|5|11|4|2|43|70.1|84.2|P|0.6278|-36903|22|25022|-t|1.2030|0|41|||May 11, 985 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-984-05-11.gif
2437|122|-0984|6|9|12|13|1|-67.7|109.3|P|0.3165|-36902|60|25020|t-|-1.3689|0|350|||Jun 09, 985 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-984-06-09.gif
2438|122|-0984|11|4|5|17|19|-70.7|-108.8|A-|0.9099|-36897|27|25013|-t|-1.0234|0|133||-|Nov 04, 985 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-984-11-04.gif
2439|122|-0983|4|30|8|47|10|37.2|-37.3|T|1.0790|-36891|32|25004|-p|0.4466|63|161|6.133|285|Apr 30, 984 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-983-04-30.gif
2440|122|-0983|10|24|4|17|12|-28.4|30.9|A|0.9245|-36885|37|24996|-n|-0.3478|69|18|9.017|303|Oct 24, 984 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-983-10-24.gif
2441|123|-0982|4|20|1|23|0|-8.9|88.2|T|1.0529|-36879|42|24987|n-|-0.2985|73|343|4.983|183|Apr 20, 983 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-982-04-20.gif
2442|123|-0982|10|13|7|29|50|15.6|-4|A|0.9692|-36873|47|24978|p-|0.3566|69|198|3.417|118|Oct 13, 983 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-982-10-13.gif
2443|123|-0981|4|10|1|16|3|-71.6|-15.7|P|0.8002|-36867|52|24970|t-|-1.1028|0|282|||Apr 10, 982 BC|-0999|-0900|-1000|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-981-04-10.gif
2444|123|-0981|10|3|6|8|45|71.8|-79.7|P|0.9486|-36861|57|24961|t-|1.0273|0|270|||Oct 03, 982 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-981-10-03.gif
2445|123|-0980|2|28|1|45|50|66.3|41.7|An|0.9221|-36856|24|24954|-t|0.9904|7|140|6.55|-|Feb 28, 981 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-980-02-28.gif
2446|123|-0980|8|23|12|30|59|-53.4|75.9|T|1.0458|-36850|29|24945|-t|-0.9406|19|21|3.3|455|Aug 23, 981 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-980-08-23.gif
2447|123|-0979|2|16|2|18|54|-0.9|70.7|A|0.9509|-36844|34|24936|nn|0.2559|75|168|6.367|186|Feb 16, 980 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-979-02-16.gif
2448|123|-0979|8|13|2|47|53|4.5|-119.8|H3|1.0168|-36838|39|24928|-n|-0.2387|76|10|1.8|59|Aug 13, 980 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-979-08-13.gif
2449|123|-0978|2|5|8|48|17|-46.9|-17|A|0.9982|-36832|44|24919|p-|-0.4783|61|347|0.15|7|Feb 05, 979 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-978-02-05.gif
2450|123|-0978|8|2|10|50|28|52.6|127.3|A|0.9636|-36826|49|24910|p-|0.5291|58|190|3.4|156|Aug 02, 979 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-978-08-02.gif
2451|123|-0978|12|27|11|52|42|65.4|-57.6|P|0.0629|-36821|16|24903|-t|1.5018|0|194|||Dec 27, 979 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-978-12-27.gif
2452|123|-0977|1|26|9|57|0|-68.2|-57.3|P|0.7275|-36820|54|24902|t-|-1.1492|0|195|||Jan 26, 978 BC|-0999|-0900|-1000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-977-01-26.gif
2453|123|-0977|7|22|12|24|38|67.4|-88.3|P|0.4606|-36814|59|24893|t-|1.2935|0|355|||Jul 22, 978 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-977-07-22.gif
2454|123|-0977|12|17|3|19|54|36.3|65.8|T|1.0195|-36809|26|24886|-p|0.8680|29|193|1.717|134|Dec 17, 978 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-977-12-17.gif
2455|123|-0976|6|11|12|40|34|-27.6|-76|A|0.9854|-36803|31|24877|-p|-0.7775|39|345|1.567|81|Jun 11, 977 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-976-06-11.gif
2456|123|-0976|12|6|2|40|40|-10.7|-114.6|A|0.9742|-36797|36|24869|-n|0.1981|79|195|2.9|94|Dec 06, 977 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-976-12-06.gif
2457|123|-0975|5|31|11|32|22|21.8|107.6|T|1.0480|-36791|41|24860|nn|0.0261|88|163|4.367|160|May 31, 976 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-975-05-31.gif
2458|123|-0975|11|25|6|44|22|-47.5|165.3|A|0.9252|-36785|46|24851|p-|-0.5096|59|28|7.317|326|Nov 25, 976 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-975-11-25.gif
2459|123|-0974|5|21|3|44|46|61.3|-171.1|T|1.0744|-36779|51|24843|p-|0.7680|40|133|4.533|375|May 21, 975 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-974-05-21.gif
2460|123|-0974|11|14|5|49|8|-61.8|71.3|P|0.6387|-36773|56|24834|t-|-1.1868|0|126|||Nov 14, 975 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-974-11-14.gif
2461|124|-0973|4|11|12|51|12|-60.7|173.4|P|0.9324|-36768|23|24827|-t|-1.0390|0|279|||Apr 11, 974 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-973-04-11.gif
2462|124|-0973|5|10|8|50|26|61.8|-150.2|Pb|0.0379|-36767|61|24826|t-|1.5114|0|58|||May 10, 974 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-973-05-10.gif
2463|124|-0973|10|4|4|35|0|60.7|122.0|P|0.8496|-36762|28|24818|-t|1.0741|0|269|||Oct 04, 974 BC|-0999|-0900|-1000|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-973-10-04.gif
2464|124|-0972|3|30|10|44|13|-15.3|-46.9|A|0.9787|-36756|33|24810|-p|-0.3046|72|329|2.133|79|Mar 30, 973 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-972-03-30.gif
2465|124|-0972|9|23|5|4|16|20.7|-143.5|T|1.0406|-36750|38|24801|-n|0.3335|70|211|3.317|143|Sep 23, 973 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-972-09-23.gif
2466|124|-0971|3|20|1|24|23|19.6|-108.6|A|0.9408|-36744|43|24792|p-|0.4570|63|149|6.533|243|Mar 20, 972 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-971-03-20.gif
2467|124|-0971|9|12|9|7|23|-10.8|-43.7|T|1.0554|-36738|48|24784|n-|-0.3588|69|28|4.6|195|Sep 12, 972 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-971-09-12.gif
2468|124|-0970|3|9|1|40|51|60.9|-172.7|P|0.6518|-36732|53|24775|t-|1.1818|0|107|||Mar 09, 971 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-970-03-09.gif
2469|124|-0970|9|2|12|1|56|-61.3|35.5|P|0.8356|-36726|58|24767|t-|-1.0884|0|65|||Sep 02, 971 BC|-0999|-0900|-1000|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-970-09-02.gif
2470|124|-0969|1|27|6|56|26|-73.5|77.3|H|1.0037|-36721|25|24759|-p|-0.9078|24|279|0.217|31|Jan 27, 970 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-969-01-27.gif
2471|124|-0969|7|24|7|10|20|76.7|-91.5|A|0.9470|-36715|30|24751|-t|0.9306|21|278|3.5|543|Jul 24, 970 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-969-07-24.gif
2472|124|-0968|1|17|9|15|55|-33.2|150.5|T|1.0503|-36709|35|24742|-n|-0.1871|79|345|4.2|170|Jan 17, 969 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-968-01-17.gif
2473|124|-0968|7|12|7|51|0|34.5|167.1|A|0.9447|-36703|40|24733|nn|0.1901|79|191|6.467|208|Jul 12, 969 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-968-07-12.gif
2474|124|-0967|1|6|1|10|53|5.8|-96.8|T|1.0385|-36697|45|24725|n-|0.4952|60|172|3.783|148|Jan 06, 968 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-967-01-06.gif
2475|124|-0967|7|1|10|7|18|-10.9|127.1|A|0.9748|-36691|50|24716|p-|-0.5693|55|5|3.15|110|Jul 01, 968 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-967-07-01.gif
2476|124|-0967|12|26|1|58|52|65.9|64.5|P|0.5777|-36685|55|24708|t-|1.2267|0|171|||Dec 26, 968 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-967-12-26.gif
2477|124|-0966|5|22|11|19|34|69.3|-38.7|P|0.4947|-36680|22|24701|-t|1.2729|0|29|||May 22, 967 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-966-05-22.gif
2478|124|-0966|6|20|7|22|47|-66.7|-10.5|P|0.4598|-36679|60|24699|t-|-1.2918|0|1|||Jun 20, 967 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-966-06-20.gif
2479|124|-0966|11|16|1|19|18|-69.9|116.4|P|0.9002|-36674|27|24692|-t|-1.0288|0|146|||Nov 16, 967 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-966-11-16.gif
2480|124|-0965|5|12|4|14|7|45.6|-152.1|T|1.0789|-36668|32|24683|-p|0.5194|58|162|5.817|298|May 12, 966 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-965-05-12.gif
2481|125|-0965|11|5|12|18|37|-33|-90.6|A|0.9246|-36662|37|24675|-n|-0.3539|69|17|8.8|303|Nov 05, 966 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-965-11-05.gif
2482|125|-0964|4|30|8|43|1|-1|-25.7|T|1.0517|-36656|42|24666|n-|-0.2274|77|345|5|176|Apr 30, 965 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-964-04-30.gif
2483|125|-0964|10|24|3|48|35|10.9|-131.2|A|0.9704|-36650|47|24657|n-|0.3481|70|197|3.367|113|Oct 24, 965 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-964-10-24.gif
2484|125|-0963|4|20|8|14|34|-71.3|-135.4|P|0.9224|-36644|52|24649|t-|-1.0344|0|295|||Apr 20, 964 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-963-04-20.gif
2485|125|-0963|10|13|2|42|55|71.7|136.2|P|0.9726|-36638|57|24640|t-|1.0144|0|256|||Oct 13, 964 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-963-10-13.gif
2486|125|-0962|3|10|8|41|34|71.4|-90.2|P|0.8764|-36633|24|24633|-t|1.0474|0|115|||Mar 10, 963 BC|-0999|-0900|-1000|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-962-03-10.gif
2487|125|-0962|9|3|8|40|19|-62.4|-61.4|T|1.0387|-36627|29|24624|-t|-0.9762|12|34|2.55|627|Sep 03, 963 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-962-09-03.gif
2488|125|-0961|2|27|9|37|59|5.2|-42|A|0.9562|-36621|34|24616|nn|0.3008|72|165|5.483|167|Feb 27, 962 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-961-02-27.gif
2489|125|-0961|8|24|10|31|9|-1.2|121.7|H|1.0100|-36615|39|24607|-n|-0.2836|74|13|1.083|36|Aug 24, 962 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-961-08-24.gif
2490|125|-0960|2|17|4|42|54|-41.2|-136|H|1.0050|-36609|44|24599|p-|-0.4440|63|344|0.45|19|Feb 17, 961 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-960-02-17.gif
2491|125|-0960|8|12|5|58|0|46.0|20.5|A|0.9584|-36603|49|24590|p-|0.4738|61|194|4.117|172|Aug 12, 961 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-960-08-12.gif
2492|125|-0959|1|7|8|36|28|66.4|159.7|P|0.0461|-36598|16|24583|-t|1.5101|0|184|||Jan 07, 960 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-959-01-07.gif
2493|125|-0959|2|5|6|17|58|-69.2|164.2|P|0.7773|-36597|54|24582|t-|-1.1234|0|207|||Feb 05, 960 BC|-0999|-0900|-1000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-959-02-05.gif
2494|125|-0959|8|1|7|7|23|68.4|158.5|P|0.5739|-36591|59|24573|t-|1.2266|0|344|||Aug 01, 960 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-959-08-01.gif
2495|125|-0959|12|28|12|3|8|37.1|-70.1|T|1.0187|-36586|26|24566|-p|0.8746|29|187|1.65|132|Dec 28, 960 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-959-12-28.gif
2496|125|-0958|6|22|7|29|45|-34.6|178.7|A|0.9859|-36580|31|24557|-p|-0.8536|31|349|1.45|95|Jun 22, 959 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-958-06-22.gif
2497|125|-0958|12|17|11|7|32|-11.8|117.6|A|0.9723|-36574|36|24549|-n|0.2014|78|191|3.233|101|Dec 17, 959 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-958-12-17.gif
2498|125|-0957|6|11|6|46|35|19.6|-0.8|T|1.0506|-36568|41|24540|nn|-0.0498|87|345|4.733|168|Jun 11, 958 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-957-06-11.gif
2499|125|-0957|12|6|2|51|13|-50.6|45.4|A|0.9240|-36562|46|24531|p-|-0.5070|59|24|7.45|332|Dec 06, 958 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-957-12-06.gif
2500|125|-0956|5|31|11|9|40|60.5|86.4|T|1.0765|-36556|51|24523|p-|0.6932|46|144|4.817|343|May 31, 957 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-956-05-31.gif
2501|126|-0956|11|24|1|51|36|-62.5|-59.6|P|0.6476|-36550|56|24514|t-|-1.1814|0|135|||Nov 24, 957 BC|-0999|-0900|-1000|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-956-11-24.gif
2502|126|-0955|4|21|8|9|28|-60.9|53.8|P|0.7966|-36545|23|24507|-t|-1.1115|0|288|||Apr 21, 956 BC|-0999|-0900|-1000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-955-04-21.gif
2503|126|-0955|5|21|4|9|23|62.4|89.6|P|0.1701|-36544|61|24506|t-|1.4428|0|49|||May 21, 956 BC|-0999|-0900|-1000|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-955-05-21.gif
2504|126|-0955|10|15|12|55|20|60.8|-13.1|P|0.8345|-36539|28|24499|-t|1.0828|0|260|||Oct 15, 956 BC|-0999|-0900|-1000|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-955-10-15.gif
2505|126|-0954|4|11|5|39|32|-15|-151.2|A|0.9774|-36533|33|24490|-p|-0.3777|68|330|2.3|86|Apr 11, 955 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-954-04-11.gif
2506|126|-0954|10|4|1|35|24|17.1|87.0|T|1.0398|-36527|38|24481|-n|0.3499|69|211|3.283|141|Oct 04, 955 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-954-10-04.gif
2507|126|-0953|3|31|8|6|38|19.9|150.4|A|0.9430|-36521|43|24473|p-|0.3868|67|149|6.2|226|Mar 31, 954 BC|-0999|-0900|-1000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-953-03-31.gif
2508|126|-0953|9|24|5|32|57|-13.6|-171.8|T|1.0518|-36515|48|24464|n-|-0.3353|70|30|4.233|181|Sep 24, 954 BC|-0999|-0900|-1000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE-0999--0900.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/-0999--0900/-953-09-24.gif
